(-0,09, 5,00, 2,05)
(-0,09, 5,00, 2,02)
(-0,09, 5,00, 1,98)
(-0,09, 5,00, 1,96)
(-0,09, 5,00, 1,94)
(-0,08, 5,00, 1,92)
(-0,08, 5,00, 1,90)
(-0,08, 5,00, 1,88)
(-0,08, 5,00, 1,86)
(-0,08, 5,00, 1,85)
(-0,08, 5,00, 1,82)
(-0,08, 5,00, 1,80)
(-0,08, 5,00, 1,80)
(-0,08, 5,00, 1,79)
(-0,08, 5,00, 1,78)
(-0,09, 5,00, 2,07)
(-0,10, 5,00, 2,22)
(-0,12, 5,00, 2,38)
(-0,14, 5,00, 2,56)
(-0,16, 5,00, 2,76)
(-0,17, 5,00, 2,96)
(-0,19, 5,00, 3,15)
(-0,22, 5,00, 3,34)
(-0,23, 5,00, 3,49)
(-0,26, 5,00, 3,80)
(-0,27, 5,00, 3,98)
(-0,29, 5,00, 4,13)
(-0,30, 5,00, 4,32)
(-0,34, 5,00, 4,79)
(-0,35, 4,92, 4,95)
(-0,35, 4,66, 4,95)
(-0,35, 4,41, 4,95)
(-0,35, 4,17, 4,95)
(-0,35, 3,80, 4,95)
(-0,34, 3,58, 4,95)
(-0,31, 3,38, 4,95)
(-0,29, 3,21, 4,95)
(-0,26, 3,02, 4,95)
(-0,23, 2,86, 4,95)
(-0,20, 2,71, 4,95)
(-0,20, 2,61, 4,95)
(-0,18, 2,49, 4,95)
(-0,18, 2,36, 4,95)
(-0,16, 2,24, 4,95)
(-0,16, 2,01, 4,95)
(-0,16, 1,89, 4,95)
(-0,17, 1,58, 4,95)
(-0,19, 1,39, 4,95)
(-0,19, 1,23, 4,95)
(-0,19, 1,04, 4,95)
(-0,19, 0,84, 4,95)
(-0,19, 0,65, 4,95)
(-0,19, 0,46, 4,95)
(-0,18, 0,18, 4,95)
(-0,16, 0,00, 4,87)
(-0,12, 0,00, 4,07)
(-0,09, 0,00, 3,42)
(-0,06, 0,00, 2,92)
(-0,04, 0,00, 2,54)
(-0,01, 0,00, 2,20)
(0,00, 0,00, 1,96)
(0,01, 0,00, 1,75)
(0,01, 0,00, 1,58)
(0,01, 0,00, 1,35)
(0,01, 0,00, 1,24)
(0,01, 0,00, 1,15)
(0,00, 0,00, 1,06)
(0,00, 0,00, 0,99)
(-0,01, 0,00, 0,91)
(-0,01, 0,00, 0,85)
(-0,01, 0,00, 0,78)
(-0,01, 0,00, 0,72)
(-0,01, 0,00, 0,65)
(0,00, 0,00, 0,56)
(0,00, 0,00, 0,50)
(0,00, 0,00, 0,45)
(0,00, 0,00, 0,39)
(0,00, 0,00, 0,34)
(0,00, 0,00, 0,24)
(0,00, 0,00, 0,21)
(0,00, 0,00, 0,18)
(0,00, 0,00, 0,16)
(0,00, 0,00, 0,13)
(0,00, 0,00, 0,12)
(0,00, 0,00, 0,11)
(0,00, 0,00, 0,10)
(0,00, 0,00, 0,10)
(0,00, 0,00, 0,09)
(0,00, 0,00, 0,10)
(0,00, 0,00, 0,11)
(0,00, 0,00, 0,12)
(0,00, 0,00, 0,13)
(0,00, 0,00, 0,14)
(0,00, 0,00, 0,15)
(0,00, 0,00, 0,16)
(0,01, 0,00, 0,17)
(0,01, 0,00, 0,19)
(0,01, 0,00, 0,19)
(0,01, 0,00, 0,21)
(0,01, 0,00, 0,22)
(0,01, 0,00, 0,23)
(0,01, 0,00, 0,24)
(0,01, 0,00, 0,25)
(0,01, 0,00, 0,26)
(0,01, 0,00, 0,29)
(0,01, 0,00, 0,31)
(0,01, 0,00, 0,32)
(0,01, 0,00, 0,35)
(0,01, 0,00, 0,37)
(0,01, 0,00, 0,38)
(0,01, 0,00, 0,40)
(0,01, 0,00, 0,42)
(0,01, 0,00, 0,44)
(0,01, 0,00, 0,45)
(0,01, 0,00, 0,47)
(0,01, 0,00, 0,49)
(0,01, 0,00, 0,50)
(0,02, 0,00, 0,55)
(0,02, 0,00, 0,58)
(0,02, 0,00, 0,62)
(0,02, 0,00, 0,67)
(0,02, 0,00, 0,71)
(0,02, 0,00, 0,76)
(0,02, 0,00, 0,80)
(0,02, 0,00, 0,84)
(0,02, 0,00, 0,90)
(0,02, 0,00, 0,94)
(0,02, 0,00, 1,03)
(0,02, 0,00, 1,09)
(0,02, 0,00, 1,15)
(0,02, 0,00, 1,23)
(0,02, 0,00, 1,31)
(0,02, 0,00, 1,41)
(0,01, 0,00, 1,51)
(0,01, 0,00, 1,60)
(0,00, 0,00, 1,73)
(-0,01, 0,00, 1,84)
(-0,01, 0,00, 2,06)
(-0,02, 0,00, 2,16)
(-0,02, 0,00, 2,27)
(-0,02, 0,00, 2,39)
(-0,01, 0,00, 2,49)
(0,00, 0,00, 2,57)
(0,00, 0,00, 2,68)
(0,01, 0,00, 2,75)
(0,02, 0,00, 2,84)
(0,02, 0,00, 2,92)
(0,02, 0,00, 3,06)
(0,02, 0,00, 3,15)
(0,02, 0,00, 3,21)
(0,02, 0,00, 3,29)
(0,02, 0,00, 3,35)
(0,02, 0,00, 3,40)
(0,02, 0,00, 3,44)
(0,03, 0,00, 3,51)
(0,03, 0,00, 3,56)
(0,03, 0,00, 3,63)
(0,03, 0,00, 3,79)
(0,03, 0,00, 3,90)
(0,02, 0,00, 4,17)
(0,00, 0,00, 4,37)
(-0,02, 0,00, 4,63)
(-0,03, 0,00, 4,87)
(-0,05, 0,01, 4,95)
(-0,06, 0,06, 4,95)
(-0,07, 0,08, 4,95)
(-0,10, 0,13, 4,95)
(-0,11, 0,15, 4,95)
(-0,11, 0,17, 4,95)
(-0,12, 0,18, 4,95)
(-0,12, 0,19, 4,95)
(-0,13, 0,19, 4,95)
(-0,13, 0,20, 4,95)
(-0,13, 0,21, 4,95)
(-0,14, 0,21, 4,95)
(-0,14, 0,24, 4,95)
(-0,14, 0,29, 4,95)
(-0,14, 0,32, 4,95)
(-0,14, 0,38, 4,95)
(-0,14, 0,44, 4,95)
(-0,14, 0,49, 4,95)
(-0,15, 0,56, 4,95)
(-0,15, 0,64, 4,95)
(-0,16, 0,67, 4,95)
(-0,16, 0,73, 4,95)
(-0,16, 0,75, 4,95)
(-0,16, 0,77, 4,95)
(-0,16, 0,78, 4,95)
(-0,16, 0,79, 4,95)
(-0,16, 0,80, 4,95)
(-0,16, 0,81, 4,95)
(-0,16, 0,82, 4,95)
(-0,21, 0,82, 4,95)
(-0,28, 0,82, 4,95)
(-0,37, 0,82, 4,95)
(-0,50, 0,82, 4,95)
(-0,78, 0,83, 4,95)
(-0,99, 0,85, 4,95)
(-1,19, 0,87, 4,95)
(-1,41, 0,88, 4,95)
(-1,62, 0,92, 4,95)
(-1,85, 0,95, 4,95)
(-2,10, 0,99, 4,95)
(-2,35, 1,01, 4,95)
(-2,61, 1,05, 4,95)
(-2,88, 1,09, 4,95)
(-3,35, 1,16, 4,95)
(-3,66, 1,18, 4,95)
(-4,01, 1,21, 4,95)
(-4,36, 1,22, 4,95)
(-4,78, 1,25, 4,95)
(-4,95, 1,27, 4,68)
(-4,95, 1,30, 4,26)
(-4,95, 1,29, 3,85)
(-4,95, 1,30, 3,47)
(-4,95, 1,31, 3,09)
(-4,95, 1,31, 2,53)
(-4,95, 1,32, 2,18)
(-4,95, 1,35, 1,83)
(-4,95, 1,36, 1,49)
(-4,95, 1,37, 1,13)
(-4,95, 1,39, 0,76)
(-4,95, 1,38, 0,37)
(-4,66, 1,36, -0,02)
(-4,95, 1,40, -0,47)
(-4,95, 1,41, -0,90)
(-4,95, 1,42, -1,65)
(-4,95, 1,43, -2,10)
(-4,95, 1,47, -2,54)
(-4,95, 1,48, -2,94)
(-4,95, 1,50, -3,28)
(-4,95, 1,54, -3,58)
(-4,95, 1,54, -3,76)
(-4,95, 1,55, -3,94)
(-4,95, 1,56, -3,98)
(-4,95, 1,56, -4,04)
(-4,95, 1,56, -4,05)
(-4,95, 1,56, -4,07)
(-4,95, 1,56, -4,08)
(-4,95, 1,56, -4,11)
(-4,95, 1,56, -4,12)
(-4,95, 1,57, -4,15)
(-4,95, 1,57, -4,17)
(-4,95, 1,57, -4,01)
(-4,95, 1,59, -3,95)
(-4,95, 1,59, -3,84)
(-4,95, 1,59, -3,76)
(-4,95, 1,58, -3,65)
(-4,95, 1,58, -3,53)
(-4,95, 1,57, -3,36)
(-4,95, 1,56, -3,20)
(-4,95, 1,55, -2,99)
(-4,95, 1,53, -2,70)
(-4,95, 1,52, -2,39)
(-4,95, 1,51, -2,07)
(-4,95, 1,48, -1,57)
(-4,95, 1,47, -1,27)
(-4,95, 1,47, -0,97)
(-4,95, 1,45, -0,68)
(-4,95, 1,44, -0,39)
(-4,95, 1,43, -0,13)
(-4,95, 1,41, 0,14)
(-4,95, 1,39, 0,38)
(-4,95, 1,39, 0,61)
(-4,95, 1,38, 0,85)
(-4,95, 1,37, 1,18)
(-4,95, 1,35, 1,44)
(-4,95, 1,33, 1,75)
(-4,95, 1,32, 2,08)
(-4,95, 1,33, 2,43)
(-4,95, 1,34, 2,76)
(-4,95, 1,35, 3,06)
(-4,95, 1,34, 3,39)
(-4,95, 1,35, 3,68)
(-4,95, 1,35, 3,92)
(-4,95, 1,37, 4,35)
(-4,95, 1,38, 4,60)
(-4,95, 1,38, 4,85)
(-4,78, 1,37, 4,95)
(-4,47, 1,34, 4,95)
(-4,14, 1,30, 4,95)
(-3,80, 1,29, 4,95)
(-3,48, 1,29, 4,95)
(-3,15, 1,26, 4,95)
(-2,87, 1,25, 4,95)
(-2,48, 1,24, 4,95)
(-2,28, 1,24, 4,95)
(-2,14, 1,24, 4,95)
(-1,98, 1,23, 4,95)
(-1,88, 1,21, 4,95)
(-1,72, 1,21, 4,95)
(-1,62, 1,20, 4,95)
(-1,52, 1,20, 4,95)
(-1,47, 1,20, 4,95)
(-1,40, 1,20, 4,95)
(-1,35, 1,20, 4,95)
(-1,32, 1,20, 4,95)
(-1,28, 1,20, 4,95)
(-1,25, 1,20, 4,95)
(-1,23, 1,19, 4,95)
(-1,18, 1,19, 4,95)
(-1,13, 1,19, 4,95)
(-1,04, 1,19, 4,95)
(-0,95, 1,19, 4,95)
(-0,81, 1,18, 4,95)
(-0,55, 1,18, 4,95)
(-0,33, 1,18, 4,95)
(-0,14, 1,18, 4,95)
(0,05, 1,18, 4,95)
(0,24, 1,18, 4,95)
(0,45, 1,19, 4,95)
(0,64, 1,19, 4,95)
(0,86, 1,19, 4,95)
(1,07, 1,21, 4,95)
(1,31, 1,22, 4,95)
(1,51, 1,24, 4,95)
(1,67, 1,24, 4,95)
(1,92, 1,24, 4,95)
(2,08, 1,24, 4,95)
(2,21, 1,24, 4,95)
(2,32, 1,24, 4,95)
(2,46, 1,22, 4,95)
(2,67, 1,22, 4,95)
(2,92, 1,20, 4,95)
(3,25, 1,19, 4,95)
(4,04, 1,15, 4,95)
(4,63, 1,13, 4,95)
(4,95, 1,13, 4,54)
(4,95, 1,10, 3,95)
(4,95, 1,09, 3,42)
(4,95, 1,07, 2,99)
(4,95, 1,07, 2,61)
(4,95, 1,07, 2,31)
(4,95, 1,07, 2,06)
(4,95, 1,05, 1,82)
(4,95, 1,05, 1,52)
(4,95, 1,05, 1,35)
(4,95, 1,03, 1,14)
(4,95, 1,03, 0,93)
(4,95, 1,01, 0,70)
(4,95, 1,01, 0,49)
(4,95, 1,01, 0,23)
(4,45, 1,01, 0,01)
(4,95, 1,01, -0,23)
(4,95, 1,02, -0,49)
(4,95, 1,04, -0,83)
(4,95, 1,05, -1,03)
(4,95, 1,05, -1,25)
(4,95, 1,07, -1,48)
(4,95, 1,07, -1,70)
(4,95, 1,09, -1,94)
(4,95, 1,09, -2,18)
(4,95, 1,12, -2,41)
(4,95, 1,14, -2,56)
(4,95, 1,15, -2,68)
(4,95, 1,15, -2,79)
(4,95, 1,16, -2,82)
(4,95, 1,16, -2,84)
(4,95, 1,16, -2,85)
(4,95, 1,16, -2,87)
(4,95, 1,16, -2,93)
(4,95, 1,16, -3,00)
(4,95, 1,16, -3,06)
(4,95, 1,16, -3,12)
(4,95, 1,16, -3,13)
(4,95, 1,16, -3,14)
(4,95, 1,16, -3,17)
(4,95, 1,16, -3,18)
(4,95, 1,18, -2,77)
(4,95, 1,22, -2,10)
(4,95, 1,23, -1,73)
(4,95, 1,22, -1,36)
(4,95, 1,22, -0,94)
(4,95, 1,22, -0,53)
(4,95, 1,22, -0,09)
(4,95, 1,20, 0,31)
(4,95, 1,20, 0,70)
(4,95, 1,19, 1,07)
(4,95, 1,17, 1,61)
(4,95, 1,18, 1,93)
(4,95, 1,14, 2,24)
(4,95, 1,13, 2,52)
(4,95, 1,11, 2,84)
(4,95, 1,09, 3,18)
(4,95, 1,07, 3,56)
(4,95, 1,06, 4,01)
(4,95, 1,04, 4,54)
(4,78, 1,01, 4,95)
(3,83, 0,97, 4,95)
(3,25, 0,94, 4,95)
(2,69, 0,92, 4,95)
(2,16, 0,89, 4,95)
(1,66, 0,85, 4,95)
(1,18, 0,82, 4,95)
(0,74, 0,78, 4,95)
(0,36, 0,77, 4,95)
(-0,01, 0,73, 4,95)
(-0,31, 0,73, 4,95)
(-0,76, 0,73, 4,95)
(-1,01, 0,71, 4,95)
(-1,28, 0,71, 4,95)
(-1,53, 0,70, 4,95)
(-1,78, 0,70, 4,95)
(-2,00, 0,70, 4,95)
(-2,16, 0,70, 4,95)
(-2,25, 0,71, 4,95)
(-2,30, 0,70, 4,95)
(-2,31, 0,70, 4,95)
(-2,29, 0,71, 4,95)
(-2,25, 0,73, 4,95)
(-2,21, 0,74, 4,95)
(-2,17, 0,75, 4,95)
(-2,14, 0,76, 4,95)
(-2,09, 0,77, 4,95)
(-2,08, 0,77, 4,95)
(-2,08, 0,78, 4,95)
(-2,06, 0,78, 4,95)
(-2,01, 0,79, 4,95)
(-1,95, 0,80, 4,95)
(-1,87, 0,80, 4,95)
(-1,76, 0,82, 4,95)
(-1,61, 0,84, 4,95)
(-1,47, 0,85, 4,95)
(-1,18, 0,87, 4,95)
(-0,98, 0,89, 4,95)
(-0,81, 0,89, 4,95)
(-0,62, 0,89, 4,95)
(-0,42, 0,91, 4,95)
(-0,03, 0,91, 4,95)
(0,14, 0,92, 4,95)
(0,35, 0,92, 4,95)
(0,54, 0,92, 4,95)
(0,82, 0,94, 4,95)
(0,96, 0,94, 4,95)
(1,13, 0,96, 4,95)
(1,31, 0,97, 4,95)
(1,51, 0,97, 4,95)
(1,72, 0,97, 4,95)
(1,90, 0,99, 4,95)
(2,09, 1,01, 4,95)
(2,32, 1,01, 4,95)
(2,49, 1,03, 4,95)
(2,76, 1,05, 4,95)
(2,88, 1,06, 4,95)
(2,95, 1,07, 4,95)
(3,05, 1,09, 4,95)
(3,06, 1,10, 4,95)
(3,07, 1,10, 4,95)
(3,08, 1,10, 4,95)
(3,11, 1,10, 4,95)
(3,14, 1,10, 4,95)
(3,19, 1,10, 4,95)
(3,23, 1,10, 4,95)
(3,29, 1,10, 4,95)
(3,36, 1,10, 4,95)
(3,43, 1,11, 4,95)
(3,53, 1,11, 4,95)
(3,60, 1,11, 4,95)
(3,68, 1,11, 4,95)
(3,74, 1,11, 4,95)
(3,81, 1,11, 4,95)
(3,83, 1,11, 4,95)
(3,84, 1,11, 4,95)
(3,85, 1,11, 4,95)
(3,87, 
